Warrant Market - Weekly
"Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:51 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
TCLSWB,1.44,30/06/16,1:1,9.00,-,8.38,-,-,
TCLSWG,1.90,30/06/16,1:1,8.63,8.65,6.26,-,-,
TCLSZB,2.74,30/06/16,1:1,7.77,-,7.16,-,-,
TCLSMX,3.40,30/06/16,1:1,7.08,-,4.11,-,-,
TCLSSN,9.91,30/06/16,1:1,1.02,1.03,-,-,-,
TCLSSP,9.91,30/06/16,1:1,1.025,1.035,.92,-,-,
TCLSSM,10.49,30/06/16,1:1,.815,.825,.63,-,-,
TCLSMY,5.18,30/06/17,1:1,5.36,-,4.85,-,-,
TCLJOJ,4.00,31/05/18,1:1,6.44,6.45,5.54,-,-,
TCLJOK,5.63,31/05/18,1:1,4.81,4.82,4.26,-,-,
TCLSMB,3.70,29/06/18,1:1,6.80,-,3.39,-,-,
TCLSZW,2.45,04/02/19,1:1,7.99,-,4.02,-,-,
TCLJOE,6.43,14/04/20,1:1,4.01,4.02,3.73,-,-,
TCLSOH,6.15,23/06/20,1:1,5.04,5.05,4.60,-,-,
TCLSWR,5.29,30/06/20,1:1,6.33,6.35,6.17,-,-,
TCLSRW,2.45,06/08/21,1:1,7.99,-,4.47,-,-,

Ten Network Hldgs Last Sale Price $0.17,
TENSWB,2.22,30/06/16,1:1,-,-,-,-,-,

Telstra Corp Last Sale Price $5.40,
TLSIO2,2.60,06/11/15,1:1,2.82,2.83,3.66,-,-,
TLSJOI,3.30,26/11/15,1:1,2.09,2.10,2.34,-,-,
TLSIOV,3.25,15/12/15,1:1,2.20,2.21,2.38,-,-,
TLSIOZ,4.10,15/12/15,1:1,1.36,1.37,1.585,-,-,
TLSJRA,2.91,16/12/15,1:1,2.48,-,2.73,-,-,
TLSJRB,3.34,16/12/15,1:1,2.05,-,2.28,-,-,
TLSJRC,4.19,16/12/15,1:1,1.20,-,1.70,-,-,
TLSSWQ,4.41,04/03/16,1:1,1.08,1.10,1.22,-,-,
TLSSOC,4.45,04/03/16,1:1,1.04,1.05,1.18,-,9,
TLSISA,6.00,31/03/16,1:1,.265,.275,.45,-,-,
TLSIO1,3.20,06/05/16,1:1,2.35,2.36,2.37,-2,255,
TLSIOL,3.70,20/05/16,1:1,1.88,1.89,2.00,-7,10,
TLSIOM,5.25,20/05/16,1:1,.73,.74,.805,+.5,300,
TLSISI,2.84,08/06/16,1:1,2.63,2.64,2.94,-,-,
TLSSSA,3.09,08/06/16,1:1,2.41,2.42,2.60,-,-,
TLSSSL,3.30,08/06/16,1:1,2.21,2.22,2.27,-,50,
TLSIYZ,5.75,15/06/16,1:1,.365,-,.455,-,-,
TLSSSW,6.48,15/06/16,1:1,.165,.225,.62,-,-,
TLSIYE,2.65,21/06/16,1:1,2.83,-,3.88,-,-,
TLSIYF,3.70,21/06/16,1:1,1.82,-,2.75,-,-,
TLSIYG,4.51,21/06/16,1:1,1.09,-,2.10,-,-,
TLSIYH,5.41,21/06/16,1:1,.485,-,1.13,-,-,
TLSSOE,0.36,23/06/16,1:1,5.03,5.04,4.45,-,-,
TLSSOF,0.76,23/06/16,1:1,4.66,4.67,4.84,-,-,
TLSSSR,0.83,24/06/16,1:1,4.59,4.60,5.20,-,-,
TLSSSU,2.00,24/06/16,1:1,3.46,3.47,3.84,-,-,
TLSISN,4.97,24/06/16,1:1,.785,.835,-,-,-,
TLSISQ,5.71,24/06/16,1:1,.815,.875,-,-,-,
TLSSOB,5.83,24/06/16,1:1,.39,.40,-,-,-,
TLSSWS,5.38,29/06/16,1:1,.52,.54,.63,-,-,
TLSSWG,0.34,30/06/16,1:1,5.08,5.10,5.99,-,-,
TLSSWD,1.24,30/06/16,1:1,3.97,-,4.84,-,-,
TLSSMX,1.29,30/06/16,1:1,4.13,-,3.83,-,-,
TLSSSN,6.34,30/06/16,1:1,.205,.215,-,-,-,
TLSSSP,6.34,30/06/16,1:1,.18,.19,.375,-,-,
TLSSSM,6.42,30/06/16,1:1,.175,.185,.44,-,-,
TLSIWF,4.52,31/08/16,1:1,1.23,1.25,1.32,-6,50,
TLSISB,5.50,22/09/16,1:1,.675,.685,-,-,-,
TLSIOA,3.50,21/10/16,1:1,2.12,2.13,2.30,-,-,
TLSJOC,2.36,22/06/17,1:1,3.03,3.04,3.35,-,-,
TLSSWJ,1.03,30/06/17,1:1,4.45,4.46,4.74,-,-,
TLSSZZ,1.60,30/06/17,1:1,3.83,-,4.69,-,-,
TLSSZM,1.71,30/06/17,1:1,3.72,-,4.51,-,-,
TLSSWK,2.12,30/06/17,1:1,3.41,3.43,3.45,-,-,
TLSJOH,3.70,12/12/17,1:1,1.70,1.71,1.79,+10.5,100,
TLSJOJ,2.90,31/05/18,1:1,2.50,2.51,2.66,-,-,
TLSJOK,4.06,31/05/18,1:1,1.335,1.345,1.455,-20,335,
TLSSZW,0.43,04/02/19,1:1,4.95,-,5.08,-,-,
TLSSZX,0.82,04/02/19,1:1,4.56,-,4.62,-,-,
TLSJOQ,4.60,30/05/19,1:1,.795,.805,.765,-,-,
TLSSO1,3.09,06/12/19,1:1,2.31,2.32,2.54,-,-,
TLSSOG,2.70,13/12/19,1:1,2.84,2.85,2.86,-8,10,
TLSJOF,3.89,14/04/20,1:1,1.505,1.515,1.56,-,-,
TLSJOE,4.36,14/04/20,1:1,1.035,1.045,1.055,-18,170,
TLSJOL,4.74,14/04/20,1:1,.65,.66,.84,-,-,
TLSSOH,3.55,23/06/20,1:1,2.30,2.31,2.43,-,56,
TLSSWR,3.52,30/06/20,1:1,2.72,2.73,2.75,-14,81,
TLSSRX,0.38,06/08/21,1:1,5.00,-,5.33,-,-,
TLSSRT,0.82,06/08/21,1:1,4.56,-,4.84,-,-,

Technology One Last Sale Price $3.85,
TNESO1,2.16,14/04/20,1:1,1.685,1.695,1.63,-,-,

Transfield Services Last Sale Price $1.00,
TSEJOA,0.65,26/11/15,1:1,.34,.35,.785,-,-,
TSEJOP,0.76,30/05/19,1:1,.23,.24,.395,-,-,
TSEJOU,0.56,14/04/20,1:1,.435,.445,-,-,-,
TSEJOE,0.67,14/04/20,1:1,.32,.33,-,-,-,

Tatts Grp Last Sale Price $3.96,
TTSIOV,2.05,15/12/15,1:1,1.95,1.96,2.02,-,-,
TTSISI,1.63,08/06/16,1:1,2.38,2.40,2.43,+15,5,
TTSSSA,1.79,08/06/16,1:1,2.23,2.25,2.23,-,-,
TTSSZX,0.85,04/02/19,1:1,3.13,-,3.06,-,-,
TTSJOP,2.16,30/05/19,1:1,1.79,1.80,1.09,-,-,
TTSSO1,2.12,05/03/20,1:1,1.835,1.845,1.83,-,25,
TTSJOF,2.24,14/04/20,1:1,1.72,1.73,1.645,-,-,
TTSJOE,3.05,14/04/20,1:1,.905,.915,.58,-,-,

Treasury Wine Last Sale Price $7.08,
TWEISI,1.97,08/06/16,1:1,5.14,5.15,-,-,-,
TWESSA,2.29,08/06/16,1:1,4.85,4.86,3.10,-,-,

UGL Last Sale Price $2.28,
UGLSWB,2.81,30/06/16,1:1,.01,-,6.30,-,-,
UGLSWG,3.67,30/06/16,1:1,.29,.30,.51,-,-,
UGLSMB,6.20,29/06/18,1:1,.115,-,.985,-,-,
UGLSWR,0.78,30/06/20,1:1,1.86,1.89,-,-,-,

Vngd Aust Shares Last Sale Price $66.80,
VASSOB,60.53,24/06/16,1:1,9.44,9.45,10.78,-,-,
VASSO1,37.59,05/03/20,1:1,29.23,29.24,31.20,-,-,
VASSOA,37.76,15/06/20,1:1,32.12,32.13,32.86,-50,12,
VASSOC,60.53,15/06/20,1:1,17.78,17.79,21.17,-,-,

Veda Grp Last Sale Price $2.62,
VEDSSO,2.35,28/06/16,1:1,.365,.395,.38,-,-,

Vngd All-World ex-US Last Sale Price $64.60,
VEUSOD,66.91,23/06/16,1:1,5.42,5.43,-,-,-,
VEUSOB,55.39,24/06/16,1:1,12.43,12.44,13.38,-,-,
VEUSOG,31.60,13/12/19,1:1,35.44,35.45,35.02,-,-,
VEUSOC,50.00,15/06/20,1:1,24.53,24.54,23.12,-,-,

Vngd Aust High Yield Last Sale Price $58.02,
VHYSOB,55.24,24/06/16,1:1,7.37,7.38,12.37,-,-,
VHYSOG,30.27,13/12/19,1:1,30.88,30.89,31.92,-,-,
VHYSO1,32.77,05/03/20,1:1,25.27,25.28,-,-,-,
VHYSOA,33.00,15/06/20,1:1,29.25,29.26,29.78,-,-,
VHYSOC,55.24,15/06/20,1:1,17.72,17.73,17.66,-,-,

Virtus Health Last Sale Price $6.31,
VRTJOT,2.78,14/04/20,1:1,3.52,3.53,2.63,-,-,
VRTJOU,3.34,14/04/20,1:1,2.97,2.98,-,-,-,
VRTJOE,3.90,14/04/20,1:1,2.41,2.42,1.59,-,-,

Vngd US Total Market Last Sale Price $151.65,
VTSSOB,118.72,24/06/16,1:1,39.28,39.29,32.29,-,-,
VTSSOG,63.73,13/12/19,1:1,93.38,93.39,86.17,-,-,
VTSSOC,114.00,15/06/20,1:1,63.21,63.22,56.62,-,-,

Westpac Banking Last Sale Price $31.38,
WBCIO2,15.79,06/11/15,1:1,15.78,15.79,18.66,-,-,
WBCIOV,20.79,15/12/15,1:1,10.80,10.81,10.44,-,-,
WBCIOZ,27.29,15/12/15,1:1,4.57,4.58,5.13,+30,40,
WBCISZ,39.54,15/12/15,1:1,1.055,1.065,1.065,-12,70,
WBCJRA,17.19,16/12/15,1:1,14.16,-,19.27,-,-,
WBCJRC,25.77,16/12/15,1:1,5.59,-,11.45,-,-,
WBCISY,35.29,17/12/15,1:1,1.055,1.065,1.09,-,-,
WBCSOC,23.50,04/03/16,1:1,8.44,-,-,-,-,
WBCSSQ,39.86,01/04/16,1:1,.51,.52,1.52,-,-,
WBCIO1,19.29,06/05/16,1:1,13.30,13.31,-,-,-,
WBCIOL,33.29,20/05/16,1:1,4.00,4.01,4.17,-2,14,
WBCISA,31.33,31/05/16,1:1,3.86,3.88,3.93,-,-,
WBCISB,32.00,31/05/16,1:1,3.58,3.60,-,-,-,
WBCISI,16.97,08/06/16,1:1,14.96,15.00,15.41,+91,10,
WBCSSL,18.30,08/06/16,1:1,13.75,13.79,14.14,-,1,
WBCSSA,18.72,08/06/16,1:1,13.36,13.40,13.28,-,-,
WBCIYZ,29.69,15/06/16,1:1,4.55,-,5.27,-,-,
WBCSSW,36.99,15/06/16,1:1,1.26,1.55,2.65,-,-,
WBCIYE,15.57,21/06/16,1:1,16.33,-,15.44,-,-,
WBCIYF,21.56,21/06/16,1:1,10.70,-,10.13,-,-,
WBCIYG,28.29,21/06/16,1:1,5.39,-,4.95,-,-,
WBCSOE,4.69,23/06/16,1:1,26.89,26.90,12.63,-,-,
WBCSOF,8.06,23/06/16,1:1,23.63,23.64,23.27,-,-,
WBCSSS,10.16,24/06/16,1:1,21.56,21.60,27.73,-,-,
WBCSST,15.14,24/06/16,1:1,16.77,16.81,17.10,-,-,
WBCISN,30.15,24/06/16,1:1,4.66,4.92,4.98,-,-,
WBCSOB,31.55,24/06/16,1:1,3.69,3.70,3.14,-,-,
WBCISQ,37.35,24/06/16,1:1,4.86,5.18,-,-,-,
WBCSSO,35.28,28/06/16,1:1,1.525,1.77,-,-,-,
WBCSWB,1.41,30/06/16,1:1,29.97,-,29.48,-,-,
WBCSZZ,5.78,30/06/16,1:1,25.73,-,24.59,-,-,
WBCSZB,7.27,30/06/16,1:1,24.28,-,25.19,-,-,
WBCSMX,8.77,30/06/16,1:1,22.83,-,29.52,-,-,
WBCSWD,11.96,30/06/16,1:1,19.53,-,20.37,-,-,
WBCSSN,34.64,30/06/16,1:1,1.91,1.925,-,-,-,
WBCSSP,34.64,30/06/16,1:1,1.785,1.80,2.00,-53,45,
WBCSSM,35.33,30/06/16,1:1,1.63,1.645,2.46,-,-,
WBCIOA,17.00,21/10/16,1:1,15.37,15.38,15.88,-,50,
WBCJOC,13.59,22/06/17,1:1,17.79,17.80,18.20,+108,44,
WBCSMY,10.67,30/06/17,1:1,20.99,-,19.61,-,-,
WBCSZC,15.91,30/06/17,1:1,16.13,-,22.65,-,-,
WBCJOH,21.73,12/12/17,1:1,9.65,9.66,10.10,+28,7,
WBCJOJ,17.00,31/05/18,1:1,14.38,14.39,13.32,-,-,
WBCJOK,23.93,31/05/18,1:1,7.46,7.47,8.01,+12,224,
WBCSZD,4.78,28/06/18,1:1,26.70,-,27.54,-,-,
WBCSMB,10.17,29/06/18,1:1,21.48,-,28.54,-,-,
WBCSZX,0.11,04/02/19,1:1,31.23,-,32.38,-,-,
WBCSZW,4.00,04/02/19,1:1,27.35,-,27.81,-,-,
WBCSZU,7.19,04/02/19,1:1,24.16,-,23.95,-,-,
WBCSZV,10.43,04/02/19,1:1,20.92,-,20.34,-,-,
WBCSO1,18.18,06/12/19,1:1,13.20,13.21,12.48,-,-,
WBCSOG,16.36,13/12/19,1:1,16.60,16.61,16.50,-,-,
WBCJOT,15.99,14/04/20,1:1,15.40,15.41,14.27,-,-,
WBCJOF,26.41,14/04/20,1:1,4.98,4.99,5.29,-,-,
WBCSOH,18.85,23/06/20,1:1,15.74,15.75,14.93,-,-,
WBCSRX,4.31,06/08/21,1:1,27.04,-,29.90,-,-,
WBCSRU,7.19,06/08/21,1:1,24.16,-,22.42,-,-,
WBCSRV,10.43,06/08/21,1:1,20.92,-,19.75,-,-,

Wesfarmers Last Sale Price $39.41,
WESIO2,19.57,06/11/15,1:1,20.11,20.12,-,-,-,
WESIOV,26.18,15/12/15,1:1,13.49,13.50,15.86,-,-,
WESIOZ,34.32,15/12/15,1:1,5.65,5.66,5.65,-,-,
WESISA,41.10,31/03/16,1:1,2.60,2.61,2.66,-133,58,
WESIS2,17.91,02/05/16,1:1,22.14,22.16,-,-,-,
WESIO1,22.00,06/05/16,1:1,18.99,19.00,22.98,-,-,
WESIOL,37.50,20/05/16,1:1,5.84,5.85,5.96,-91,16,
WESISI,20.95,08/06/16,1:1,19.10,19.12,19.89,-,-,
WESSSA,23.61,08/06/16,1:1,16.67,16.69,17.50,-,-,
WESSSL,24.20,08/06/16,1:1,16.11,16.13,-,-,-,
WESSSW,43.33,15/06/16,1:1,2.15,2.49,4.18,-,-,
WESIYE,23.41,21/06/16,1:1,16.77,-,19.00,-72,40,
WESIYF,32.59,21/06/16,1:1,8.30,-,11.82,-,-,
WESSOE,7.85,23/06/16,1:1,31.90,31.91,33.50,+137,1,
WESSOF,12.71,23/06/16,1:1,27.25,27.26,27.53,-,-,
WESSST,20.51,24/06/16,1:1,19.69,19.71,20.76,-,-,
WESISN,42.08,24/06/16,1:1,3.16,3.50,5.96,-,-,
WESISQ,45.20,24/06/16,1:1,4.95,5.33,-,-,-,
WESSSO,41.26,28/06/16,1:1,2.58,2.87,-,-,-,
WESSWS,35.15,29/06/16,1:1,7.03,7.04,7.03,-188,73,
WESSWB,6.31,30/06/16,1:1,33.29,-,36.95,-,-,
WESSWG,11.16,30/06/16,1:1,28.93,28.95,30.01,-,-,
WESSZB,14.49,30/06/16,1:1,25.41,-,25.85,-,-,
WESSMX,17.54,30/06/16,1:1,22.18,-,22.75,-,-,
WESSWC,18.42,30/06/16,1:1,21.26,-,24.14,-,-,
WESSSN,40.31,30/06/16,1:1,3.11,3.12,-,-,-,
WESSSP,40.31,30/06/16,1:1,3.05,3.06,-,-,-,
WESSSM,41.31,30/06/16,1:1,2.74,2.75,3.01,-,-,
WESISB,40.20,22/09/16,1:1,4.89,4.90,-,-,-,
WESIOA,22.00,21/10/16,1:1,18.80,18.81,-,-,-,
WESSWK,16.83,30/06/17,1:1,23.85,23.87,24.75,-,-,
WESSMY,19.06,30/06/17,1:1,20.71,-,21.58,-,-,
WESJOH,21.34,12/12/17,1:1,18.08,18.09,19.21,-,-,
WESJOI,30.86,12/12/17,1:1,8.56,8.57,8.66,-34,50,
WESJOL,24.63,31/05/18,1:1,14.78,14.79,15.53,-,-,
WESJOK,32.92,31/05/18,1:1,6.50,6.51,6.43,-60,5,
WESSMB,14.85,29/06/18,1:1,24.79,-,26.43,-,-,
WESSZX,0.36,04/02/19,1:1,39.12,-,41.56,-,-,
WESSZW,7.56,04/02/19,1:1,31.93,-,31.61,-,-,
WESSZY,10.60,04/02/19,1:1,28.89,-,31.94,-,-,
WESSZV,15.00,04/02/19,1:1,24.49,-,28.35,-,-,
WESSO1,23.03,06/12/19,1:1,16.39,16.40,18.67,-,-,
WESSOG,20.56,13/12/19,1:1,21.23,21.24,21.13,-,-,
WESJOE,34.71,14/04/20,1:1,4.72,4.73,7.41,+139,4,
WESSWR,22.80,30/06/20,1:1,22.16,22.18,24.26,+8,4,
WESSRX,7.12,06/08/21,1:1,32.36,-,32.44,-,-,
WESSRW,7.56,06/08/21,1:1,31.93,-,37.20,-,-,
WESSRV,15.00,06/08/21,1:1,24.49,-,24.86,-,-,
WESSRT,17.92,06/08/21,1:1,21.57,-,22.60,-,-,

Westfield Corp Last Sale Price $10.25,
WFDJOG,7.32,26/11/15,1:1,2.93,2.94,2.34,-,-,
WFDIOZ,5.00,15/12/15,1:1,5.32,5.33,-,-,-,
WFDIOV,6.25,15/12/15,1:1,4.09,4.10,-,-,-,
WFDIOL,8.50,20/05/16,1:1,2.27,2.28,-,-,-,
WFDISI,3.94,08/06/16,1:1,6.42,6.43,-,-,-,
WFDSSA,4.46,08/06/16,1:1,5.94,5.95,-,-,-,
WFDSSL,6.00,08/06/16,1:1,4.46,4.47,-,-,-,
WFDIYE,4.78,21/06/16,1:1,5.61,-,4.86,-,-,
WFDIYF,6.44,21/06/16,1:1,4.01,-,3.27,-,-,
WFDISN,8.23,24/06/16,1:1,2.43,2.51,-,-,-,
WFDSZB,1.12,30/06/16,1:1,9.10,-,8.28,-,-,
WFDSSN,9.43,30/06/16,1:1,1.25,1.26,-,-,-,
WFDSSP,9.43,30/06/16,1:1,1.115,1.125,-,-,-,
WFDSSM,9.46,30/06/16,1:1,1.11,1.12,-,-,-,
WFDSWL,3.58,30/06/17,1:1,6.95,6.97,6.65,-,-,
WFDJOK,5.20,31/05/18,1:1,5.05,5.06,4.52,-,-,
WFDJOJ,6.99,31/05/18,1:1,3.26,3.27,2.52,-,-,
WFDSZW,0.01,04/02/19,1:1,10.23,-,8.91,-,-,
WFDSO1,4.66,06/12/19,1:1,5.59,5.60,4.85,-,-,
WFDSWR,4.96,30/06/20,1:1,6.69,6.71,6.73,-,-,
WFDSRT,0.81,06/08/21,1:1,9.43,-,8.03,-,-,

WorleyParsons Last Sale Price $6.52,
WORIOV,13.10,15/12/15,1:1,.115,.125,.165,-,-,
WORISI,6.14,08/06/16,1:1,1.45,1.46,1.64,-38,7,
WORSSC,6.38,08/06/16,1:1,1.205,1.215,1.40,-25.5,30,
WORSSR,3.60,24/06/16,1:1,3.15,3.16,3.23,-76,10,
WORSWG,13.87,30/06/16,1:1,.55,.58,-,-,-,
WORSWB,24.07,30/06/16,1:1,.01,-,-,-,-,
WORSZC,23.00,30/06/17,1:1,.89,-,-,-,-,
WORSMB,30.71,29/06/18,1:1,.029,-,-,-,-,
WORSWR,5.27,30/06/20,1:1,3.14,3.17,-,-,-,

Woolworths Last Sale Price $24.11,
WOWIO2,16.50,06/11/15,1:1,7.77,7.78,-,-,-,
WOWJOI,21.16,26/11/15,1:1,2.95,2.96,2.98,-58,70,
WOWIOV,21.00,15/12/15,1:1,3.38,3.39,4.26,-194,3,
WOWIOZ,28.00,15/12/15,1:1,.255,.265,.32,-85.5,580,
WOWISA,26.55,31/03/16,1:1,1.565,1.575,1.735,-101.5,85,
WOWIO1,14.50,06/05/16,1:1,10.61,10.62,11.81,+79,13,
WOWIOL,25.00,20/05/16,1:1,2.88,2.89,3.33,-56,5,
WOWSSL,16.15,08/06/16,1:1,8.65,8.66,11.26,-,-,
WOWISI,18.42,08/06/16,1:1,6.66,6.67,7.19,-186,102,
WOWSSA,21.37,08/06/16,1:1,4.41,4.42,4.39,-78,18,
WOWSSW,28.77,15/06/16,1:1,1.18,1.41,3.36,-,-,
WOWIYE,18.26,21/06/16,1:1,6.70,-,11.18,-,-,
WOWIYF,26.85,21/06/16,1:1,1.235,-,2.50,-,-,
WOWSOE,9.44,23/06/16,1:1,15.08,15.09,24.48,-,-,
WOWSOF,13.48,23/06/16,1:1,11.21,11.22,14.20,-,-,
WOWSOB,25.75,23/06/16,1:1,2.24,-,-,-,-,
WOWSSR,10.90,24/06/16,1:1,13.61,13.62,16.40,-,-,
WOWSSU,16.12,24/06/16,1:1,8.74,8.75,10.96,-,-,
WOWISN,35.03,24/06/16,1:1,1.53,1.815,-,-,-,
WOWISQ,39.30,24/06/16,1:1,2.41,2.75,-,-,-,
WOWSWS,23.67,29/06/16,1:1,3.13,3.15,3.49,-18,120,
WOWSWB,1.01,30/06/16,1:1,23.18,-,23.90,-,-,
WOWSWC,5.60,30/06/16,1:1,18.62,-,20.68,-,-,
WOWSMX,6.04,30/06/16,1:1,18.09,-,18.84,-323,33,
WOWSZB,6.72,30/06/16,1:1,17.57,-,19.65,-,-,
WOWSWG,10.68,30/06/16,1:1,13.93,13.95,17.52,-,-,
WOWSWD,15.16,30/06/16,1:1,9.13,-,9.45,-,-,
WOWSSM,27.48,30/06/16,1:1,1.345,1.355,3.00,-,-,
WOWSSN,28.02,30/06/16,1:1,1.355,1.365,-,-,-,
WOWSSP,28.02,30/06/16,1:1,1.22,1.23,2.31,-,-,
WOWISB,25.00,22/09/16,1:1,3.30,3.31,-,-,-,
WOWIOA,16.00,21/10/16,1:1,9.63,9.64,-,-,-,
WOWJOC,16.88,22/06/17,1:1,7.24,7.25,11.07,+167,50,
WOWSWJ,11.01,30/06/17,1:1,13.81,13.83,16.03,-,-,
WOWSMY,14.02,30/06/17,1:1,10.36,-,12.72,-,-,
WOWSWL,15.82,30/06/17,1:1,9.43,9.45,9.53,-76,15,
WOWSZC,19.90,30/06/17,1:1,5.97,-,16.44,-,-,
WOWSMB,18.12,29/06/18,1:1,6.49,-,6.78,-,-,
WOWSZX,11.68,04/02/19,1:1,12.42,-,15.19,-,-,
WOWJOP,19.69,30/05/19,1:1,4.42,4.43,4.46,-348,102,
WOWSO1,16.65,06/12/19,1:1,7.46,7.47,11.26,+125,2,
WOWSOG,17.63,13/12/19,1:1,9.98,9.99,12.85,+129,10,
WOWSO2,14.13,14/04/20,1:1,9.98,9.99,-,-,-,
WOWJOU,20.25,14/04/20,1:1,3.87,3.88,6.18,-,-,
WOWJOF,21.79,14/04/20,1:1,2.33,2.34,2.34,-346,194,
WOWSOH,15.16,23/06/20,1:1,11.78,11.79,12.06,-,-,
WOWSWR,14.98,30/06/20,1:1,12.46,12.48,14.99,-,-,
WOWSRX,8.84,06/08/21,1:1,15.26,-,22.98,-,-,
WOWSRT,11.68,06/08/21,1:1,12.42,-,17.10,-,-,

Woodside Petroleum Last Sale Price $29.61,
WPLIO2,19.00,06/11/15,1:1,10.81,10.82,-,-,-,
WPLIOV,23.65,15/12/15,1:1,6.30,6.31,6.27,-151,65,
WPLIOZ,32.25,15/12/15,1:1,.72,.73,2.15,-,-,
WPLISA,35.80,31/03/16,1:1,1.355,1.365,1.945,-,-,
WPLIO1,18.00,06/05/16,1:1,13.22,13.23,-,-,-,
WPLIOL,29.50,20/05/16,1:1,4.17,4.18,4.12,-93,25,
WPLSSL,18.70,08/06/16,1:1,11.83,11.85,12.20,-,8,
WPLISI,20.71,08/06/16,1:1,10.06,10.08,8.85,-,-,
WPLSSA,22.35,08/06/16,1:1,8.73,8.75,14.01,-,-,
WPLIYE,19.77,21/06/16,1:1,10.75,-,16.26,-,-,
WPLIYF,27.98,21/06/16,1:1,4.28,-,9.31,-,-,
WPLSOE,14.69,23/06/16,1:1,15.52,15.53,17.47,-,-,
WPLSOF,20.08,23/06/16,1:1,10.62,10.63,15.34,-,-,
WPLSSR,14.61,24/06/16,1:1,15.59,15.61,19.88,-,-,
WPLSSS,32.33,24/06/16,1:1,2.65,2.66,3.41,-,-,
WPLISN,37.11,24/06/16,1:1,1.99,2.30,-,-,-,
WPLSSO,36.41,28/06/16,1:1,1.19,1.445,-,-,-,
WPLSWS,31.30,29/06/16,1:1,3.07,3.08,2.98,-,-,
WPLSWB,8.85,30/06/16,1:1,20.83,-,20.09,-,-,
WPLSWH,15.99,30/06/16,1:1,14.46,14.48,18.49,-,-,
WPLSWG,18.43,30/06/16,1:1,12.19,12.21,12.10,-,-,
WPLSMX,26.77,30/06/16,1:1,4.39,-,9.77,-,-,
WPLSWC,27.98,30/06/16,1:1,3.51,-,12.64,-,-,
WPLSZB,33.19,30/06/16,1:1,2.01,-,5.41,-,-,
WPLSSN,35.16,30/06/16,1:1,1.665,1.675,-,-,-,
WPLSSP,35.16,30/06/16,1:1,1.525,1.535,2.52,-,-,
WPLSSM,36.29,30/06/16,1:1,1.36,1.37,2.95,-,-,
WPLSWD,44.06,30/06/16,1:1,.02,-,.70,-,-,
WPLISB,30.00,22/09/16,1:1,4.35,4.36,-,-,-,
WPLIOA,18.00,21/10/16,1:1,13.23,13.24,13.60,-,10,
WPLJOC,19.69,22/06/17,1:1,9.93,9.94,11.04,-,-,
WPLSWJ,10.39,30/06/17,1:1,20.79,20.81,22.11,-,-,
WPLSMY,24.57,30/06/17,1:1,6.57,-,6.02,-,-,
WPLJOJ,22.15,31/05/18,1:1,7.46,7.47,7.56,-94,40,
WPLSMB,31.33,29/06/18,1:1,3.37,-,5.95,-,-,
WPLSZX,14.28,04/02/19,1:1,15.31,-,21.50,-,-,
WPLSZV,24.38,04/02/19,1:1,5.21,-,12.07,-,-,
WPLSO1,17.89,06/12/19,1:1,11.72,11.73,12.12,+88,10,
WPLJOT,16.20,14/04/20,1:1,13.42,13.43,16.00,-,-,
WPLJOU,23.28,14/04/20,1:1,6.33,6.34,7.20,+195,30,
WPLSWR,19.44,30/06/20,1:1,16.88,16.91,17.55,-45,3,
WPLSRX,13.26,06/08/21,1:1,16.32,-,22.80,-,-,
WPLSRT,14.28,06/08/21,1:1,15.31,-,20.39,-,-,
WPLSRV,24.38,06/08/21,1:1,5.21,-,9.00,-,-,

Ymax Beta Aus20,
YM1JOA,6.85,26/11/15,1:1,2.77,2.80,2.71,-12,16,
YM1JOP,6.33,30/05/19,1:1,3.29,3.32,3.20,-,-,
YM1SO1,5.40,05/03/20,1:1,4.22,4.25,4.19,-,15,
YM1JOT,5.06,14/04/20,1:1,4.56,4.59,-,-,-,

Basket Installment Warrants,
Basket Endowment Warrants,
Equity Capital Protection Warrants,
Basket Capital Protection Warrants,
Spread Warrants,
Barrier Call Warrants,
Aust Agriculture Last Sale Price $1.51,
AACKOA,0.82,31/12/29,1:1,.68,.69,.62,-,-,
AACKOB,1.04,31/12/29,1:1,.46,.47,.43,-1,2220,

Ardent Leisure Grp Last Sale Price $2.79,
AADKOB,2.01,31/12/29,1:1,.77,.78,.30,-,-,
AADKOC,2.31,31/12/29,1:1,.47,.48,.38,-6.5,43,

Adelaide Brighton Last Sale Price $4.19,
ABCKOE,3.27,31/12/29,1:1,.915,.925,.95,-,-,
ABCKOA,3.54,31/12/29,1:1,.64,.65,-,-,-,

Ainsworth Game Tech Last Sale Price $3.18,
AGIKOA,2.06,31/12/29,1:1,1.115,-,1.185,-,-,
AGIKOB,2.43,31/12/29,1:1,.745,-,1.135,-,-,

AGL Energy Last Sale Price $16.73,
AGLKOB,11.98,31/12/29,1:1,-,-,1.13,-,-,
AGLKOC,12.66,31/12/29,1:1,4.07,4.08,3.36,-,-,
AGLKOA,13.48,31/12/29,1:1,3.25,3.26,3.09,+9,19,
AGLKOD,14.44,31/12/29,1:1,2.30,2.31,1.975,-,-,

